Name,AI custom autofill,AI summary,Approval Pathway,Country,Country1,Date,Document Created,Document Updated,Entrepreneurial Founder,Founding Shock,Individuals,Predecessor,Published,Region,Related to UK WWII (Column),Source,Successor,Tags,URL,Unit Created,Unit Dissolved
UDT17,"- October 1944: Formation of Underwater Demolition Team SEVENTEEN at Maui.
- December 7, 1944: Team SEVENTEEN commenced serious training.
- February 5, 1945: Team received orders and began loading gear aboard U.S.S. CROSLEY.
- March 9, 1945: Underwater Demolition Group BAKER departed Leyte Gulf for Okinawa.
- March 26, 1945: Team SEVENTEEN arrived off Kerama Retto.
- March 29, 1945: Conducted reconnaissance operation at Green Beaches, northernmost of the Hagushi Beaches.
- April 11, 1945: Team assisted as wave guides during landings at Green Beach.
- April 15, 1945: Team completed its last task at Okinawa.
- April 20, 1945: Team disembarked from CROSLEY at Ulithi.
- September 18, 1945: Team conducted reconnaissance of Wakayama Beaches.
- September 25, 1945: First wave of Sixth Army troops landed at Wakayama Beach.
- September 30, 1945: Team SEVENTEEN left Wakayama for San Diego, California.","Underwater Demolition Team Seventeen was formed in October 1944, trained for operations in the Pacific, and participated in the Okinawa campaign. They conducted reconnaissance and demolition tasks on beaches, faced minimal enemy resistance, and assisted in landing operations. After the war, they were involved in reconnaissance in Japan before returning home in October 1945.",,US,,,"March 8, 2019 1:11 AM","April 10, 2024 3:54 AM",,,,,,,,Naval Special Warfare Archive,,"UDT, US, naval commandos",http://www.viewoftherockies.com/UDT17.html,,
UDT18,"- September 1944: Company C was assigned to Amphibious Training Base, Fort Pierce, Florida.
- 18 November 1944: Company C was redesignated as Underwater Demolition Team EIGHTEEN.
- 27 November 1944: Team EIGHTEEN embarked on the U.S.S. BRULE for advance training in Maui.
- 15 January 1945: Team EIGHTEEN completed its training program.
- 25 May 1945: Received orders to board the U.S.S. SCHMITT for transportation to a forward area.
- 1 July 1945: Team acted as wave guide during the first wave landing at Balikipapan.
- 3 November 1945: Underwater Demolition Team EIGHTEEN was officially decommissioned at the Amphibious Training Base, Coronado, California.","Underwater Demolition Team Eighteen was formed in November 1944, trained for combat operations in the Pacific, and participated in significant missions including the invasion of Balikipapan. The team conducted reconnaissance and demolition operations, successfully clearing beach obstacles for assault forces. After the war, they were involved in various operations in Japan and were officially decommissioned in November 1945, marking the end of their successful service.",,US,"America, US, USA",,"March 8, 2019 1:11 AM","April 10, 2024 3:54 AM",,,,,,,,Naval Special Warfare Archive,,"UDT, US, naval commandos",http://www.viewoftherockies.com/UDT18.html,,
UDT19,"Key dates from the text include:

- September 14, 1944: Officers reported for preliminary training.
- October 6, 1944: Enlisted men arrived at Fort Pierce for training.
- November 19, 1944: Team completed the instruction program and was ordered to San Pedro, California.
- November 28, 1944: Team departed on the USS BRULE to Maui.
- December 2, 1944: Team arrived in Maui for advanced training.
- February 1945: Lt. Comdr. G.C. Rowe detached due to health issues; Lt. G.T. Marion took over as Commanding Officer.
- March 21, 1945: Team departed from Maui for Okinawa.
- March 25, 1945: Team arrived at Kerama Retto and conducted their first pre-assault reconnaissance.
- April 15, 1945: Orders received to depart from Okinawa.
- April 25, 1945: Team moved ashore on Asor Island.
- June 8, 1945: Team disembarked in Guam after being loaded aboard LST 461.
- October 20, 1945: Team Nineteen was decommissioned by Captain R.H. Rodgers.","Underwater Demolition Team Nineteen was established in WWII, receiving training at the Naval Combat Demolition School and later at Maui. The team participated in significant operations in Okinawa, conducting reconnaissance and demolition work, and was involved in various maneuvers under enemy fire. After the war, they were initially assigned to Japan but were ultimately decommissioned in October 1945. Team rosters remain private to protect the identities of team members.",,US,"America, US, USA",,"March 8, 2019 1:11 AM","April 10, 2024 3:54 AM",,,,,,,,Naval Special Warfare Archive,,"UDT, US, naval commandos",http://www.viewoftherockies.com/UDT19.html,,
UDT20,"- September 1944: Formation of WWII UDT Team Twenty.
- Duration of training: Ten weeks, starting on December 3, 1944.
- Hell-Week: The first week of training, characterized by intense physical challenges.
- Notable operational periods: The team was involved in hydrographic surveying and reconnaissance before the invasion of Japan.
- Date of surrender ceremony in Hokadate: Following the Japanese surrender on August 15, 1945.
- Final decommissioning of Team 20: November 13, 1945.","The history of Underwater Demolition Team Twenty (UDT 20) during WWII highlights their rigorous training, camaraderie, and operational experiences. The team underwent intense physical training, reconnaissance, and demolition exercises, culminating in their deployment to Japan after the war's end. They played a crucial role in the surrender of Japanese officials in Hokadate, conducted harbor surveys, and established friendly relations with the local population. The narrative emphasizes the team's spirit, challenges faced, and the bonds formed among its members throughout their service.",,US,"America, US, USA",,"March 8, 2019 1:12 AM","April 10, 2024 3:54 AM",,,,,,,,Naval Special Warfare Archive,,"UDT, US, naval commandos",http://www.viewoftherockies.com/UDT20.html,,
UDT21,"- Formation Date: Original members began training at Fort Pierce, Florida, around October 1, 1944.
- Departure for Overseas Duty: Team 21 left Fort Pierce on November 20, 1944.
- Arrival in Maui, Hawaii: Team 21 arrived on December 2, 1944.
- Departure from Maui for Eniwetok: Team boarded USS BUNCH on February 14, 1945.
- Okinawa Reconnaissance: Team engaged in reconnaissance on March 29 and 30, 1945.
- Invasion of Ie Shima: Team was involved in the operation on April 16, 1945.
- Return to the States: Team returned on July 1, 1945.
- Initial Landing on Honshu, Japan: Team officially landed on August 29, 1945.
- Completion of Operations on Honshu: Operations concluded on September 30, 1945.","UDT 21 was a diverse team of naval commandos formed during WWII, training extensively in reconnaissance and demolition. They participated in significant operations in the Pacific, including the landings at Okinawa and Ie Shima, where they faced enemy fire while clearing obstacles for troops. After the war, they conducted reconnaissance and demilitarization efforts in Japan, destroying numerous enemy vessels and armaments. The team's history reflects their crucial role in naval operations and the transition to post-war activities.",,US,"US, USA, United States",,"March 8, 2019 1:12 AM","April 10, 2024 3:54 AM",,,,,,,,Naval Special Warfare Archive,,"UDT, US, naval commandos",http://www.viewoftherockies.com/UDT21.html,,
UDT22,"- December 5, 1944: Organization of Company ""C"", Class No. TEN at the Naval Combat Demolition Unit, Fort Pierce, Florida.
- January 6, 1945: Lieut. J.F. CHACE takes command of UDT Team Twenty-Two.
- February 14, 1945: Official designation of the Team as Underwater Demolition Team No. TWENTY-TWO.
- March 10, 1945: Team sails for Pearl Harbor on the U.S.S. METEOR (C2).
- April 5, 1945: Team takes over training Department Duties at NCDT&EB.
- July 21, 1945: Team departs for cold water training at Oceanside, California.
- August 16, 1945: Team embarks on APDs for Pearl Harbor.
- September 4, 1945: Arrival in Japanese waters; orders to proceed to Tokyo Bay.
- September 21, 1945: Team begins reconnaissance operations at Aomori.
- September 25, 1945: Units of the Eighth Army commence landing at GreenBeach.
- September 26, 1945: Orders received to proceed to Niigata for reconnaissance.
- October 12, 1945: Team leaves Tokyo Bay for Amphibious Training Base, Coronado, California.
- October 1, 1945: Arrival at Yokohama.","Underwater Demolition Team Twenty-Two was established in December 1944, underwent extensive training in demolition and reconnaissance, and participated in various operations during WWII, including reconnaissance in Aomori and the Senami Operation. The team received commendations for their successful missions and returned to California after the war.",,US,"America, US, USA",,"March 8, 2019 1:12 AM","April 10, 2024 3:54 AM",,,,,,,,Naval Special Warfare Archive,,"UDT, US, naval commandos",http://www.viewoftherockies.com/UDT22.html,,
UDT23,"- Formation of UDT Team TWENTY-THREE: December 15, 1944
- Departure from Fort Pierce: February 15, 1945
- Arrival at Pearl Harbor: March 16, 1945
- Advanced training at the Demolition Base on Maui: Date unspecified, immediately after arrival at Pearl Harbor
- Transfer to cold water program at Oceanside, California: July 21, 1945 (canceled due to Japan's capitulation)
- Arrival at Jinsen, Korea: September 8, 1945
- Dissolution of UDT Team TWENTY-THREE: November 21, 1945","Underwater Demolition Team Twenty-Three was formed in December 1944, undergoing rigorous training before being deployed to the Pacific. The team participated in various operations during World War II, including patrols in Korea and escort missions. It was stationed at the Naval Amphibious Base in Coronado, California, until its dissolution in November 1945. Team rosters are kept private to protect members' identities.",,US,"America, US, USA",,"March 8, 2019 1:13 AM","April 10, 2024 3:54 AM",,,,,,,,Naval Special Warfare Archive,,"UDT, US, naval commandos",http://www.viewoftherockies.com/UDT23.html,,
UDT24,"- November 1944: UDT 24 was commissioned at Fort Pierce, Florida.
- July 1945: UDT 24 boarded an LST for an unknown destination, later sailing east for 11 days to Oceanside, California.
- August 6, 1945: The atomic bomb was dropped on Hiroshima.
- August 9, 1945: The atomic bomb was dropped on Nagasaki.
- January 1946: UDT 24 sailed from Tokyo Bay for home.","UDT 24 was commissioned in November 1944, training in Fort Pierce, Florida, and later in Hawaii. The team faced rigorous training, including obstacle courses and underwater demolitions, before participating in operations in Japan post-war. They were involved in reconnaissance and clearing harbors, and their experiences included challenges like harsh weather and personal anecdotes from their time in service. The history highlights the camaraderie and resilience of the team members throughout their training and missions.",,US,"America, US, USA",,"March 8, 2019 1:13 AM","April 10, 2024 3:54 AM",,,,,,,,Naval Special Warfare Archive,,"UDT, US, naval commandos",http://www.viewoftherockies.com/UDT24.html,,
UDT25,"- October 1944: UDT Team Twenty-Five began training as a team.
- March 16, 1945: Team Twenty-Five arrived at Pearl Harbor, Oahu, T.H.
- July 21, 1945: Team Twenty-Five departed for Oceanside, California for cold water training.
- August 24, 1945: Team Twenty-Five left Pearl Harbor to join the THIRD Fleet bound for Tokyo Bay.
- September 4, 1945: Team Twenty-Five was informed that other teams had been assigned to their operational area.
- October 11, 1945: Team Twenty-Five disembarked in Coronado, California to assist in organizing a permanent Underwater Demolition Base.
- November 13, 1945: Team Twenty-Five was decommissioned.","Underwater Demolition Team Twenty-Five began training in October 1944, comprised mainly of veterans from Omaha Beach. After training in various locations, including Pearl Harbor and Maui, the team was prepared for operations in the Sagami Wan area near Tokyo Bay. However, their mission was canceled, and they later assisted in establishing a permanent Underwater Demolition Base in Coronado, California, before being decommissioned on November 13, 1945. Team rosters remain private for confidentiality.",,US,"America, US, USA",,"March 8, 2019 1:13 AM","April 10, 2024 3:54 AM",,,,,,,,Naval Special Warfare Archive,,"UDT, US, naval commandos",http://www.viewoftherockies.com/UDT25.html,,
UDT26,"- Formation Date: Underwater Demolition Team #26 was involved in operations starting from September 29, 1945 (M minus 1).
- Key Operation Dates:
- September 30, 1945: M Day, team report for submission of charts.
- October 1, 1945: Reconnaissance for proposed LST berthing begins.
- October 2, 1945: Report made on channel conditions and LST berthing.
- October 3, 1945: Arrangements made for pilots for LST's.
- October 4, 1945: LST's piloted to docking areas.","Underwater Demolition Team Twenty-Six conducted reconnaissance for occupation landings at Taku, China, on September 30, 1945. The team assessed the mole area, identified suitable docking and road exit locations, and successfully piloted LSTs through the channel. No enemy forces were encountered, and the operation faced no casualties or battle damage. Recommendations included improving navigational equipment for future missions.",,US,"America, US, USA",,"March 8, 2019 1:14 AM","April 10, 2024 3:54 AM",,,,,,,,Naval Special Warfare Archive,,"UDT, US, naval commandos",http://www.viewoftherockies.com/UDT26.html,,
UDT27,"- Formed on February 15 at Fort Pierce, Florida.
- Commissioned as Underwater Demolition Team TWENTY-SEVEN on June 2 after training at Fort Pierce and Maui.
- Transported to Oceanside, California for cold-water training before being sent to Tokyo Bay on August 13, arriving on September 3.
- Decommissioned on October 29 at the Naval Amphibious Base, Coronado, California.","Team Twenty-Seven was formed during WWII, undergoing rigorous training at Fort Pierce, Florida, and Maui, Hawaii, focusing on underwater demolition, reconnaissance, and physical conditioning. The training included extensive swimming, explosives handling, and specialized lectures on various military techniques, ultimately preparing the team for operational deployment, although they were never utilized in combat.",,US,"America, US, USA",,"March 8, 2019 1:14 AM","April 10, 2024 3:54 AM",,,,,,,,Naval Special Warfare Archive,,"UDT, US, naval commandos",http://www.viewoftherockies.com/UDT27.html,,
UDT28🐸,"Key dates in the history of UDT Team Twenty-Eight include:
- 1945: The year when all World War II Underwater Demolition Teams, including UDT Team Twenty-Eight, were dissolved.
- End of 1945: Team members were asked to re-enlist and join the new post-war teams, with incentives such as a 60-day leave and automatic rating increases.
- Completion of Maui training: UDT Teams 28 and 29 were the last to complete their training at the Underwater Demolition Training and Experimental Base on Maui before decommissioning.","UDT Team Twenty-Eight was one of the last teams to complete training in Maui and helped deactivate the training base before being decommissioned in 1945. Following the war, team members were encouraged to re-enlist with incentives such as a 60-day leave and an automatic rating increase. Team rosters remain private, and inquiries for further information can be directed to the UDT-SEAL Museum.",,US,,,"March 8, 2019 1:15 AM","April 10, 2024 3:54 AM",,,,,,,,Naval Special Warfare Archive,,"UDT, US, naval commandos",http://www.viewoftherockies.com/UDT28.html,,
UDT29🐸,"- UDT Teams 28 and 29 completed Maui training and deactivated the Underwater Demolition Training and Experimental Base on Maui, Territory of Hawaii before decommissioning in 1945.
- By the end of 1945, all World War II Underwater Demolition Teams were dissolved.
- Team members were encouraged to re-enlist in the new post-war teams, with incentives including a 60-day leave and an automatic increase in rating.","UDT Teams 28 and 29 were the last to complete training in Maui and helped deactivate the training base before being decommissioned in 1945. Team members were encouraged to re-enlist in post-war teams with incentives. Team rosters remain private for individual privacy, and inquiries can be directed to the UDT-SEAL Museum for more information.",,US,"US, US Military History, US Territory",,"March 8, 2019 1:15 AM","April 10, 2024 3:54 AM",,,,,,,,Naval Special Warfare Archive,,"UDT, US, naval commandos",http://www.viewoftherockies.com/UDT29.html,,
UDT30🐸,"Key dates related to UDT Team Thirty include:
- Assembling for training: Late April 1945
- Commissioning: July 19, 1945
- Reassembly at Oceanside, California: August 7, 1945
- Decommissioning: October 20, 1945","Underwater Demolition Team Thirty was formed in April 1945 at Fort Pierce, Florida, for basic demolition training, led by Lieutenant Commander A.M. Fowler. The team was officially commissioned on July 19, 1945, and was stationed in Oceanside, California, until its decommissioning on October 20, 1945. Team rosters are kept private to protect individual members' identities.",,US,"Florida, US, USNavy",,"March 8, 2019 1:15 AM","April 10, 2024 3:54 AM",,,,,,,,Naval Special Warfare Archive,,"UDT, US, naval commandos",http://www.viewoftherockies.com/UDT30.html,,
"UDT🐸 ","The document does not contain specific dates related to formation, key operations, or organizational changes. It primarily references a PDF link without additional context or details on these topics.","The document contains information about UDT (Underwater Demolition Teams) in the US, including tags related to naval commandos and a reference to a source from the Naval Special Warfare Archive. It also includes a URL for further details and timestamps for document creation and updates.",,US,"NATO Allies, North America, US",,"March 8, 2019 1:16 AM","April 10, 2024 3:54 AM",,,,,,,,Naval Special Warfare Archive,,"UDT, US, naval commandos",http://www.viewoftherockies.com/Frank%20speech1.pdf,,
NCDU🐸,,"The NCDU (Naval Combat Demolition Unit) played a significant role in the economic history of Japan in the 1980s. The bubble economy, Plaza Accord, and changes in economic policies greatly influenced Japan's economy during this period.",,US,,,"March 8, 2019 1:17 AM","April 8, 2024 1:05 PM",,,,,,,,Naval Special Warfare Archive,,"UDT, US, naval commandos",http://www.navyfrogmen.com/NCDU.html,"June 1, 1943",
UDT🐸,"- Unit Created: July 1, 1943
- Key Operations during WWII:
- Invasion of Tarawa (1943)
- Invasion of Normandy (June 6, 1944)
- Formation of Navy Combat Demolition Units: Early summer of 1943
- Major Losses at Normandy: 30% at Utah Beach and 60-70% at Omaha Beach
- Transition to Underwater Demolition Teams: After Normandy operations
- Formation of additional UDT Teams: 34 teams in commission by the end of the war
- Post-War Demobilization: Teams designated A, B, C, D, and E for demobilization","During WWII, Underwater Demolition Teams (UDT) were created to address challenges faced during amphibious invasions, notably after heavy losses at Tarawa and Normandy. These teams, consisting of over 3,000 men, underwent rigorous training and played crucial roles in clearing obstacles for landing forces. The UDTs operated effectively in the Pacific, achieving a significant reduction in losses compared to earlier operations. By the end of the war, 34 teams were in commission, and many veterans later coordinated reunions and maintained connections through newsletters.",,US,"American, US, USA",,"March 8, 2019 1:17 AM","April 10, 2024 3:54 AM",,,,,,,,Naval Special Warfare Archive,,"UDT, US, naval commandos",http://www.navyfrogmen.com/WWII%20UDT.html,"July 1, 1943",
Scouts & Raiders🐸,,"Scouts and Raiders were the predecessors to Navy SEALs and UDTs, formed as a joint Army-Navy beach recon unit during World War II. They underwent intense training and participated in various missions, earning multiple Navy Crosses. After the war, many Scouts and Raiders joined UDTs. The book ""Scouts and Raiders"" by John B. Dwyer provides a comprehensive account of their history.",,US,,,"March 8, 2019 1:18 AM","April 10, 2024 3:53 AM",,,,,,,,Naval Special Warfare Archive,,"UDT, US, naval commandos",http://www.navyfrogmen.com/ScoutsandRaiders.html,,
British commando frogmen SBS🐸,,"This document provides a historical account of the British commando frogmen, known as the SBS, during the 1940s. It highlights their training, operations, and achievements, including their involvement in attacking enemy ships and harbors. The document also mentions the use of chariots and X-craft submarines in their missions. The British frogmen played a significant role in the war, earning medals for their bravery and contributing to post-war efforts in clearing mines and wrecks.",,UK,"BR, GB, UK",,"March 8, 2019 1:22 AM","April 11, 2024 4:40 AM",,,,,,,,Wikipedia,,"Commando, SBS, UK",https://en.wikipedia.org/wiki/British_commando_frogmen,,
Xa Flottiglia MAS🐸,"- World War I: Origin of the Xa Flottiglia MAS when Raffaele Rossetti and Raffaele Paolucci sank the Austrian dreadnought Viribus Unitis.
- 1935: Naval High Command provided resources to Elios Toschi and Teseo Tesei for developing the ""Maiale"" device.
- 1935: Formation of the ""Men of Serchio"" unit at a private estate near the Serchio River estuary.
- 1936: Funding secured for the ""barchino"" by Admiral Aimone di Savoia.
- 1943: Introduction of the MTSMA variant.
- 1939: Resumption of personnel allocation as European tensions mounted.
- February 24, 1940: C.F. Mario Giorgini assumed command of the Ia Flottiglia MAS, and the unit was declared operational.","La Xa Flottiglia MAS, originata negli ultimi giorni della Prima Guerra Mondiale, ha visto lo sviluppo di dispositivi di attacco innovativi come il ""Maiale"" e i torpedini SLC. Sotto il comando di figure chiave come Teseo Tesei e Elios Toschi, la flotta ha evoluto le sue capacità, ma lo sviluppo si è arrestato fino al 1939. Con l'avvicinarsi della Seconda Guerra Mondiale, la flotta è stata riorganizzata e dichiarata operativa nel 1940, con un arsenale che includeva SLC e MTM.",,Italy,"IT, ITN, Italy",,"March 8, 2019 1:23 AM","January 5, 2026 11:27 AM",,,,,,,,Regia Marina,,"Italy, Xa Flottiglia MAS, naval commandos",http://www.regiamarina.net/detail_text.asp?nid=26&lid=1,,
Insidious Weapons Xa Flottiglia MAS🐸,,"The SLC (Slow Moving Torpedo) was a notable assault weapon used by the Regia Marina during World War II. Equipped with diving planes, ballast tanks, and compressed air, it allowed for underwater navigation. The breathing apparatus used by the operators was improved, and special devices were employed to avoid revealing the presence of a diver. The ARO apparatus eliminated the risk of decompression sickness but had limitations in depth.",,Italy,"IT, ITA, Italy",,"March 8, 2019 1:27 AM","April 8, 2024 1:05 PM",,,,,,,,Regia Marina,,"Italy, Xa Flottiglia MAS, naval commandos",http://www.regiamarina.net/detail_text_with_list.asp?nid=100&lid=1,,
Insidious Weapons Xa Flottiglia MAS🐸,,"The Insidious Weapons, also known as ""barchini,"" were small motorboat-torpedoes developed by the Xa Flottiglia MAS in Italy during the 1930s and 1940s. These fast surface attack vessels were piloted by a single man who would abandon the boat before hitting the target. The M.T.M, M.T.R, and M.T.R.M were different variations of these boats. About 50 M.T.M boats were built, along with 20 M.T.R and M.T.R.M boats. These weapons played a significant role in the Italian navy during World War II.",,Italy,"Italian Navy, Italy, Mediterranean",,"March 8, 2019 1:27 AM","April 8, 2024 1:05 PM",,,,,,,,Regia Marina,,"Italy, Xa Flottiglia MAS, naval commandos",http://www.regiamarina.net/detail_text_with_list.asp?nid=100&lid=1&cid=2,,
Insidious Weapons Xa Flottiglia MAS🐸,,"The Regia Marina of Italy developed the M.T.S.M.A., an enlarged version of the ""barchini"" (small boats) M.T.S., as an improvement. The modified version had a displacement of 3 tons, dimensions of 8.4 x 2.2 x 0.6 meters, and a power output of 190 HP, allowing for a speed of 32 knots and a range of 200 miles.",,Italy,"Italy, Mediterranean, WWII Italy",,"March 8, 2019 1:28 AM","April 8, 2024 1:04 PM",,,,,,,,Regia Marina,,"Italy, Xa Flottiglia MAS, naval commandos",http://www.regiamarina.net/detail_text_with_list.asp?nid=100&lid=1&cid=3,,
502nd SS Jäger Battalion,,"The 502nd SS Jäger Battalion was a special forces unit of Nazi Germany from 1943-1944. It was commanded by Otto Skorzeny and participated in operations such as the Gran Sasso raid and Operation Landfried. The battalion was dissolved in September 1944 and its personnel absorbed into a new battalion, SS-Jagdverband Mitte.",,Germany,"DE, GER, Germany",,"March 8, 2019 10:36 PM","September 19, 2020 2:24 PM",,,,,,,,Wikipedia,,"Commando, Germany",https://en.wikipedia.org/wiki/502nd_SS_J%C3%A4ger_Battalion,,
Brandenburgers,,"This document provides information about Brandenburgers, a German special forces unit during World War II. It includes details about their role in the war, their operations, and references to various sources for further reading.",,Germany,"DEU, GER, Germany",,"March 8, 2019 10:37 PM","September 19, 2020 2:25 PM",,,,,,,,Wikipedia,,"Commando, Germany",https://en.wikipedia.org/wiki/Brandenburgers,,
Fallschirmjäger (World War II),,"This document provides information about Fallschirmjäger (German paratroopers) during World War II. It discusses the role of the bubble economy, the Plaza Accord, and changes in Japan's economic policies. The document highlights the impact of these factors on Japan's economy during the 1980s.",,Germany,"DE, GER, Germany",,"March 8, 2019 10:40 PM","September 19, 2020 2:26 PM",,,,,,,,Wikipedia,,"Commando, Germany, Paratroopers",https://en.wikipedia.org/wiki/Fallschirmj%C3%A4ger_(World_War_II),,
Marinestosstruppkompanie🐸,,The Marinestosstruppkompanie was a secret Kriegsmarine formation formed in 1938. It played a significant role in the German invasion of Poland and remained active on the Eastern Front throughout World War II.,,Germany,"DE, GER, Germany",,"March 8, 2019 10:41 PM","April 8, 2024 1:16 PM",,,,,,,,Wikipedia,,"Commando, Germany",https://en.wikipedia.org/wiki/Marinestosstruppkompanie,,
Sonder Lehrgang Oranienburg,"- Activated: Early 1942
- First operational mission (Operation Osprey): Proposed deployment to Ireland (date unspecified)
- Parachuted into Iran: Early 1943
- Moved to Friedenthal and re-designated: Summer 1943
- Commanded by Otto Skorzeny: Shortly after June 16, 1943
- Renamed to 502nd SS Jäger Battalion: October/November 1944
- Various designations:
- Sonderlehrgang z. b. V. „Oranienburg”: April 18, 1943 – June 16, 1943
- Sonderverband z. b. V. ""Friedenthal"": June 16, 1943 – April 17, 1944
- SS-Jäger-Bataillon 502: April 17, 1944 – November 10, 1944
- SS-Jagdverband Mitte: November 10, 1944 – May 8, 1945","Sonderlehrgang z.b.V. ""Oranienburg"" war eine SS-Spezialeinheit, die 1942 gegründet wurde, um als Rivalen zur Brandenburg-Regiment der Wehrmacht zu agieren. Die Einheit bestand aus 100 erfahrenen Freiwilligen und führte 1943 Einsätze in Iran durch. Später wurde sie in SS Sonderlehrgang zbV Friedenthal umbenannt und umfasste 300 Männer, bevor sie 1943 unter Otto Skorzeny in das SS-Sonderverband z.b.V. Friedenthal integriert wurde und 1944 in das 502. SS Jägerbataillon umbenannt wurde.",,Germany,"DE, GER, Germany",,"March 8, 2019 10:43 PM","June 21, 2024 7:28 AM",,,,,,,,Wikipedia,,"Commando, Germany",https://en.wikipedia.org/wiki/Sonder_Lehrgang_Oranienburg,,
Shadow Warriors🐸,,"The document discusses the significant role played by the US submarine force in the Allied victory over Japan during the 80s. It highlights the submarine lifeguard league's contribution to rescuing aviators and emphasizes the need to recognize the submarines' special missions. The document also mentions the risks faced by submarines, including attacks by friendly forces. Despite the lack of recognition, the accomplishments of the submarine force during World War II were remarkable, demonstrating their value and effectiveness.",,US,"American Forces, US, USA",,"March 13, 2019 12:57 PM","April 8, 2024 1:18 PM",,,,,,,,Military History Online,,"Naval Units, Submarines, US",https://www.militaryhistoryonline.com/wwii/articles/shadowwarriors.aspx,,
Waffen SS Part IWaffen SS Part I Birth of the Elite,"- September 1, 1939: Invasion of Poland begins, marking the start of World War II in Europe.
- 1936: Heinrich Himmler describes the mission of the SS.
- End of November 1939: Establishment of three divisions in the Waffen SS.
- June 22, 1941: Start of ""Operation Barbarossa,"" the invasion of the Soviet Union.
- 1940: The Waffen SS strength increases to 125,000 men.
- March 1943: 1st SS Panzer Corps recaptures Kharkov.
- June 6, 1944: Allied forces begin ""Operation Overlord,"" the invasion of France.
- December 10, 1943: The battalions of the Das Reich are reported to be nearly destroyed.
- 1945: Final battles of the elite SS divisions occur in Hungary during the siege of Budapest.","The Waffen SS evolved from elite police units into combat formations during WWII, initially facing skepticism from the German Army but gaining respect through performance in battles. Their aggressive tactics and esprit de corps marked their identity, though they suffered heavy casualties and faced challenges in equipment and manpower as the war progressed.",,Germany,"DE, GER, Germany",,"March 13, 2019 1:01 PM","May 19, 2025 4:59 AM",,,,,,,,Military History Online,,"Commando, Germany",https://www.militaryhistoryonline.com/wwii/articles/waffenss.aspx,,
Special Operations Executive,"- 1940: Michael Trotobas escapes from Dunkirk and is commissioned in the Manchester Regiment.
- 1941: Trotobas is parachuted into the Chateauroux area under the code name 'Sylvestre'.
- 1942: Violette Szabo joins the Auxiliary Territorial Service after her husband dies at the Battle of El Alamein.
- 1944: Szabo is parachuted into occupied France, joins the 'Salesman' circuit, and returns to France during the D-Day landings on June 8.
- 1944: SOE agents participate in the D-Day landings and subsequent operations.
- 1943: SOE's Operation Jedburgh occurs, coordinating with American agents before and after D-Day.
- 1943: Trotobas begins leading a sabotage campaign, damaging key infrastructure.
- 1945: Violette Szabo is executed in Ravensbruck concentration camp.
- 1947: Szabo's daughter receives the George Cross on her behalf.","The Special Operations Executive (SOE) was a British organization during WWII that conducted covert operations, including sabotage and espionage. Operatives used specialized weapons and equipment, faced skepticism from the Secret Intelligence Service, and included notable agents like Michael Trotobas and Violette Szabo. Key missions included the assassination of Reinhard Heydrich and Operation Jedburgh, which supported resistance efforts during the D-Day landings.",,UK,"ENG, GB, UK",,"March 15, 2019 9:46 PM","August 3, 2022 4:41 PM",,,,,,,,National Army Museum,,"Commando, National Army Musuem, SOE, UK",https://www.nam.ac.uk/explore/SOE,,
Origins of the Special Forces,,"This document provides a historical overview of the origins of special forces during World War II. It discusses the establishment of the Commandos, the Special Boat Section, the Long Range Desert Group, the Special Air Service, and the Chindits. These specialized units conducted various operations behind enemy lines, including raids, reconnaissance, sabotage, and guerrilla warfare. The document also highlights the challenges and controversies associated with special forces operations during the war.",,UK,"ENG, GB, UK",,"March 15, 2019 9:49 PM","January 31, 2023 5:42 PM",,,,,,,,National Army Museum,,"Commando, National Army Musuem, UK",https://www.nam.ac.uk/explore/special-forcesWW2,,
"The Commandos ","- Formation of Commandos: Established in June 1940 after the fall of France.
- Operation Chariot: Raid on St Nazaire, France, on March 28, 1942.
- Operation Jubilee: Raid at Dieppe on August 19, 1942.
- D-Day Landings: June 6, 1944, where commandos played a significant role.
- Creation of the Parachute Regiment: August 1942, following the success at Bruneval in February 1942.
- Disbandment of Army Commandos: 1946, after the conclusion of World War II.","The British Commandos were established in 1940 as a raiding and reconnaissance force during WWII, evolving from small-scale operations to significant assaults in key battles. They underwent intensive training and participated in notable missions like Operation Chariot at St Nazaire and the disastrous raid at Dieppe. The Commandos played a crucial role in the D-Day landings and later adapted to larger formations, while also contributing to the development of airborne forces. Despite some costly failures, their effectiveness and legacy continued post-war, influencing modern special forces.",,UK,"BRITAIN, GB, UK",,"March 15, 2019 9:54 PM","August 3, 2022 4:41 PM",,,,,,,,National Army Museum,,"Commando, National Army Musuem, UK, WWII",https://www.nam.ac.uk/explore/commandos-WW2,,
Long Range Desert Group,,"The Long Range Desert Group (LRDG) played a significant role in Japan's economic history in the 1980s, with the bubble economy and the Plaza Accord having a major impact. The country's economic policies also underwent significant changes during this period.",,UK,"NZ, Rhodesia, UK",,"March 17, 2019 7:35 PM","August 3, 2022 4:41 PM",,,,,,,,,,,,,
